registration_number,publishable,partner_departments,subjects,title_en,title_fr,description_en,description_fr,target_participants_and_audience,start_date,end_date,status,profile_page_en,profile_page_fr,report_available_online,report_link_en,report_link_fr,contact_email,policy_program_lead_email,remarks_en,remarks_fr,high_profile,rationale,record_created,record_modified,user_modified,owner_org,log_date,log_activity
,N,D278,"CM,DV,EC,ED,EM,IP,IT,LT,TF",Consultations for the Gordie Howe International Bridge Community Benefits Plan,Consultations pour le plan d'avantages pour la communauté pour la pont internationale Gordie-Howe,"The Community Benefits Plan is delivered as part of the Gordie Howe International Bridge Project.  Windsor-Detroit Bridge Authority and the private-sector partner, Bridging North America have held multiple meetings and consultations with stakeholders and the public in Windsor, Ontario and Detroit, Michigan and surrounding regions to seek their input. Feedback provided through these consultations will inform Bridging North Amercia's development of initiatives included in the final Community Benefits Plan. ","Le plan d'avantages pour la communauté est élaboré dans le cadre du projet du pont international Gordie-Howe. L'Autorité du pont Windsor-Détroit et le partenaire du secteur privé, Bridging North America, ont tenu de multiples réunions et consultations avec les intervenants et le public de Windsor (Ontario), Détroit (Michigan) et les régions environnantes afin de receuillir leurs commentaires. Les commentaires fournis dans le cadre de ces consultations permettront à Bridging North America de développer des initiatives qui seront intégrées au plan d'avantages pour la communauté définitif.","BS,CC,CS,ET,FC,FN,GP,IP,PA,SM,ST",2019-01-01,2019-03-31,CA,https://www.gordiehoweinternationalbridge.com/en/community-benefits-section,https://www.gordiehoweinternationalbridge.com/fr/avantages-pour-la-communaute-section,N,,,heather.grondin@wdbridge.com,heather.grondin@wdbridge.com,,,Y,IN,2019-07-26T17:09:25,2021-08-10T15:34:27,integ_reg_plan_infc,infc,2022-08-21,D
,N,D278,"CM,DV,EC,ED,EM,IP,IT,LT,TF",Consultations for the Gordie Howe International Bridge Community Benefits Plan,Consultations pour le plan d'avantages pour la communauté pour la pont internationale Gordie-Howe,"The Community Benefits Plan is delivered as part of the Gordie Howe International Bridge Project.  Windsor-Detroit Bridge Authority and the private-sector partner, Bridging North America have held multiple meetings and consultations with stakeholders and the public in Windsor, Ontario and Detroit, Michigan and surrounding regions to seek their input. Feedback provided through these consultations will inform Bridging North Amercia's development of initiatives included in the final Community Benefits Plan. ","Le plan d'avantages pour la communauté est élaboré dans le cadre du projet du pont international Gordie-Howe. L'Autorité du pont Windsor-Détroit et le partenaire du secteur privé, Bridging North America, ont tenu de multiples réunions et consultations avec les intervenants et le public de Windsor (Ontario), Détroit (Michigan) et les régions environnantes afin de receuillir leurs commentaires. Les commentaires fournis dans le cadre de ces consultations permettront à Bridging North America de développer des initiatives qui seront intégrées au plan d'avantages pour la communauté définitif.","BS,CC,CS,ET,FC,FN,GP,IP,PA,SM,ST",2019-01-01,2019-03-31,CA,https://www.gordiehoweinternationalbridge.com/en/community-benefits-section,https://www.gordiehoweinternationalbridge.com/fr/avantages-pour-la-communaute-section,N,,,heather.grondin@wdbridge.com,heather.grondin@wdbridge.com,,,Y,IN,2019-07-26T17:09:25,2021-08-10T15:34:27,integ_reg_plan_infc,infc,2022-08-18,D
,N,D278,"CM,DV,EC,ED,EM,IP,IT,LT,TF",Consultations for the Gordie Howe International Bridge Community Benefits Plan,Consultations pour le plan d'avantages pour la communauté pour la pont internationale Gordie-Howe,"The Community Benefits Plan is delivered as part of the Gordie Howe International Bridge Project.  Windsor-Detroit Bridge Authority and the private-sector partner, Bridging North America have held multiple meetings and consultations with stakeholders and the public in Windsor, Ontario and Detroit, Michigan and surrounding regions to seek their input. Feedback provided through these consultations will inform Bridging North Amercia's development of initiatives included in the final Community Benefits Plan. ","Le plan d'avantages pour la communauté est élaboré dans le cadre du projet du pont international Gordie-Howe. L'Autorité du pont Windsor-Détroit et le partenaire du secteur privé, Bridging North America, ont tenu de multiples réunions et consultations avec les intervenants et le public de Windsor (Ontario), Détroit (Michigan) et les régions environnantes afin de receuillir leurs commentaires. Les commentaires fournis dans le cadre de ces consultations permettront à Bridging North America de développer des initiatives qui seront intégrées au plan d'avantages pour la communauté définitif.","BS,CC,CS,ET,FC,FN,GP,IP,PA,SM,ST",2019-01-01,2019-03-31,CA,https://www.gordiehoweinternationalbridge.com/en/community-benefits-section,https://www.gordiehoweinternationalbridge.com/fr/avantages-pour-la-communaute-section,N,,,heather.grondin@wdbridge.com,heather.grondin@wdbridge.com,,,Y,IN,2019-07-26T17:09:25,2021-08-10T15:34:27,integ_reg_plan_infc,infc,2022-08-19,D
﻿registration_number,publishable,partner_departments,subjects,title_en,title_fr,description_en,description_fr,target_participants_and_audience,start_date,end_date,status,profile_page_en,profile_page_fr,report_available_online,report_link_en,report_link_fr,contact_email,policy_program_lead_email,remarks_en,remarks_fr,high_profile,rationale,record_created,record_modified,user_modified,owner_org,2023-08-27,D
﻿registration_number,publishable,partner_departments,subjects,title_en,title_fr,description_en,description_fr,target_participants_and_audience,start_date,end_date,status,profile_page_en,profile_page_fr,report_available_online,report_link_en,report_link_fr,contact_email,policy_program_lead_email,remarks_en,remarks_fr,high_profile,rationale,record_created,record_modified,user_modified,owner_org,2023-08-31,D
DFO20220510-01,Y,"D141,D217","AN,EC,EN,FS,IP",Potential 2022 management measures to address key threats to Southern Resident Killer Whales,Les mesures de gestion potentielles pour 2022 pour aborder les principales menaces pesant sur l’épaulard résident du Sud,We're looking for feedback on potential management measures for 2022 to address key threats to Southern Resident Killer Whales (SRKW). ,Nous sollicitons des commentaires sur les mesures de gestion potentielles pour 2020 afin d'aborder les principales menaces  pesant sur les épaulards résidents du Sud (SKRW).,"CC,GP,IG",2022-02-01,2022-02-28,CA,https://www.pac.dfo-mpo.gc.ca/consultation/fm-gp/srkw-eprs/index-eng.html,https://www.pac.dfo-mpo.gc.ca/consultation/fm-gp/srkw-eprs/index-fra.html,N,,,DFO.SRKW-ERS.MPO@dfo-mpo.gc.ca,Kendra.Moore@dfo-mpo.gc.ca,,,Y,ML,2022-05-13T18:29:13,2022-05-13T18:29:13,mariankwok,dfo-mpo,2022-08-20,D
,N,D278,"CM,DV,EC,ED,EM,IP,IT,LT,TF",Consultations for the Gordie Howe International Bridge Community Benefits Plan,Consultations pour le plan d'avantages pour la communauté pour la pont internationale Gordie-Howe,"The Community Benefits Plan is delivered as part of the Gordie Howe International Bridge Project.  Windsor-Detroit Bridge Authority and the private-sector partner, Bridging North America have held multiple meetings and consultations with stakeholders and the public in Windsor, Ontario and Detroit, Michigan and surrounding regions to seek their input. Feedback provided through these consultations will inform Bridging North Amercia's development of initiatives included in the final Community Benefits Plan. ","Le plan d'avantages pour la communauté est élaboré dans le cadre du projet du pont international Gordie-Howe. L'Autorité du pont Windsor-Détroit et le partenaire du secteur privé, Bridging North America, ont tenu de multiples réunions et consultations avec les intervenants et le public de Windsor (Ontario), Détroit (Michigan) et les régions environnantes afin de receuillir leurs commentaires. Les commentaires fournis dans le cadre de ces consultations permettront à Bridging North America de développer des initiatives qui seront intégrées au plan d'avantages pour la communauté définitif.","BS,CC,CS,ET,FC,FN,GP,IP,PA,SM,ST",2019-01-01,2019-03-31,CA,https://www.gordiehoweinternationalbridge.com/en/community-benefits-section,https://www.gordiehoweinternationalbridge.com/fr/avantages-pour-la-communaute-section,N,,,heather.grondin@wdbridge.com,heather.grondin@wdbridge.com,,,Y,IN,2019-07-26T17:09:25,2021-08-10T15:34:27,integ_reg_plan_infc,infc,2022-08-20,D
,N,D278,"CM,DV,EC,ED,EM,IP,IT,LT,TF",Consultations for the Gordie Howe International Bridge Community Benefits Plan,Consultations pour le plan d'avantages pour la communauté pour la pont internationale Gordie-Howe,"The Community Benefits Plan is delivered as part of the Gordie Howe International Bridge Project.  Windsor-Detroit Bridge Authority and the private-sector partner, Bridging North America have held multiple meetings and consultations with stakeholders and the public in Windsor, Ontario and Detroit, Michigan and surrounding regions to seek their input. Feedback provided through these consultations will inform Bridging North Amercia's development of initiatives included in the final Community Benefits Plan. ","Le plan d'avantages pour la communauté est élaboré dans le cadre du projet du pont international Gordie-Howe. L'Autorité du pont Windsor-Détroit et le partenaire du secteur privé, Bridging North America, ont tenu de multiples réunions et consultations avec les intervenants et le public de Windsor (Ontario), Détroit (Michigan) et les régions environnantes afin de receuillir leurs commentaires. Les commentaires fournis dans le cadre de ces consultations permettront à Bridging North America de développer des initiatives qui seront intégrées au plan d'avantages pour la communauté définitif.","BS,CC,CS,ET,FC,FN,GP,IP,PA,SM,ST",2019-01-01,2019-03-31,CA,https://www.gordiehoweinternationalbridge.com/en/community-benefits-section,https://www.gordiehoweinternationalbridge.com/fr/avantages-pour-la-communaute-section,N,,,heather.grondin@wdbridge.com,heather.grondin@wdbridge.com,,,Y,IN,2019-07-26T17:09:25,2021-08-10T15:34:27,integ_reg_plan_infc,infc,2022-07-05,D
,N,D278,"CM,DV,EC,ED,EM,IP,IT,LT,TF",Consultations for the Gordie Howe International Bridge Community Benefits Plan,Consultations pour le plan d'avantages pour la communauté pour la pont internationale Gordie-Howe,"The Community Benefits Plan is delivered as part of the Gordie Howe International Bridge Project.  Windsor-Detroit Bridge Authority and the private-sector partner, Bridging North America have held multiple meetings and consultations with stakeholders and the public in Windsor, Ontario and Detroit, Michigan and surrounding regions to seek their input. Feedback provided through these consultations will inform Bridging North Amercia's development of initiatives included in the final Community Benefits Plan. ","Le plan d'avantages pour la communauté est élaboré dans le cadre du projet du pont international Gordie-Howe. L'Autorité du pont Windsor-Détroit et le partenaire du secteur privé, Bridging North America, ont tenu de multiples réunions et consultations avec les intervenants et le public de Windsor (Ontario), Détroit (Michigan) et les régions environnantes afin de receuillir leurs commentaires. Les commentaires fournis dans le cadre de ces consultations permettront à Bridging North America de développer des initiatives qui seront intégrées au plan d'avantages pour la communauté définitif.","BS,CC,CS,ET,FC,FN,GP,IP,PA,SM,ST",2019-01-01,2019-03-31,CA,https://www.gordiehoweinternationalbridge.com/en/community-benefits-section,https://www.gordiehoweinternationalbridge.com/fr/avantages-pour-la-communaute-section,N,,,heather.grondin@wdbridge.com,heather.grondin@wdbridge.com,,,Y,IN,2019-07-26T17:09:25,2021-08-10T15:34:27,integ_reg_plan_infc,infc,2022-07-06,D
,N,D278,"CM,DV,EC,ED,EM,IP,IT,LT,TF",Consultations for the Gordie Howe International Bridge Community Benefits Plan,Consultations pour le plan d'avantages pour la communauté pour la pont internationale Gordie-Howe,"The Community Benefits Plan is delivered as part of the Gordie Howe International Bridge Project.  Windsor-Detroit Bridge Authority and the private-sector partner, Bridging North America have held multiple meetings and consultations with stakeholders and the public in Windsor, Ontario and Detroit, Michigan and surrounding regions to seek their input. Feedback provided through these consultations will inform Bridging North Amercia's development of initiatives included in the final Community Benefits Plan. ","Le plan d'avantages pour la communauté est élaboré dans le cadre du projet du pont international Gordie-Howe. L'Autorité du pont Windsor-Détroit et le partenaire du secteur privé, Bridging North America, ont tenu de multiples réunions et consultations avec les intervenants et le public de Windsor (Ontario), Détroit (Michigan) et les régions environnantes afin de receuillir leurs commentaires. Les commentaires fournis dans le cadre de ces consultations permettront à Bridging North America de développer des initiatives qui seront intégrées au plan d'avantages pour la communauté définitif.","BS,CC,CS,ET,FC,FN,GP,IP,PA,SM,ST",2019-01-01,2019-03-31,CA,https://www.gordiehoweinternationalbridge.com/en/community-benefits-section,https://www.gordiehoweinternationalbridge.com/fr/avantages-pour-la-communaute-section,N,,,heather.grondin@wdbridge.com,heather.grondin@wdbridge.com,,,Y,IN,2019-07-26T17:09:25,2021-08-10T15:34:27,integ_reg_plan_infc,infc,2022-07-07,D
